experience_hash,symbol,date,signal_time,timeframe,setup_type,side,entry,sl,target,outcome,outcome_reason,pnl_points,rr,score,confidence,trend,regime,volume_score,strength_score,compression_score,reason,lesson_learned,source_type,trust_level,validation_status,native_trade_import,live_mutation,broker_mutation,telegram_mutation
c966f5da17342cd50247132b7d36da494546bf08c754a05f01a4ee79f33862ea,ITC,2019-10-09,2019-10-09T10:50:00+00:00,5m,trend_momentum_breakout,LONG,364.0,362.2,367.6,WIN,Target touched at 2019-10-09T12:50:00+00:00; trend_momentum_breakout had continuation follow-through in BULLISH regime for LONG side.,3.6,2.0,73.27,76.92,BULLISH,BULLISH,3.27,-1.5,8.41,"trend_momentum_breakout simulated external historical experience for ITC: trend=BULLISH, regime=BULLISH, side=LONG, volume_score=3.27, strength_score=-1.5, compression_score=8.41, score=73.27. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","trend_momentum_breakout on ITC worked for LONG trades in BULLISH conditions. TITAN should increase simulated confidence only when similar structure, momentum, volume, and regime alignment repeat. Score=73.27, confidence=76.92. Preserve as simulated evidence until validated by live/paper outcomes.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
93b64279572bab1a0d7f3a70e67415e3de0ef20a376b324b863193d9fd0fdff9,BAJFINANCE,2019-10-10,2019-10-10T10:50:00+00:00,15m,reversal_trap,LONG,6027.4,5976.8,6128.6,LOSS,"Stop loss touched at 2019-10-10T11:20:00+00:00; reversal_trap failed due to weak follow-through, possible trap behavior, or volatility reversal in HIGH_VOLATILITY regime.",-50.6,-1.0,68.16,68.23,BEARISH,HIGH_VOLATILITY,0.88,-1.15,9.86,"reversal_trap simulated external historical experience for BAJFINANCE: trend=BEARISH, regime=HIGH_VOLATILITY, side=LONG, volume_score=0.88, strength_score=-1.15, compression_score=9.86, score=68.16. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","reversal_trap on BAJFINANCE failed for LONG trades in HIGH_VOLATILITY conditions. TITAN should watch for trap risk, poor confirmation, volatility reversal, or weak continuation before trusting this setup again. Score=68.16, confidence=68.23. Preserve as simulated weakness evidence until validated.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
bb6d03551c56f0365a1f749f5413b295edb3768dd1f7d2297d90714f7d4832e6,TATAMOTORS,2019-10-11,2019-10-11T09:20:00+00:00,1h,trend_momentum_breakout,SHORT,1089.8,1097.2,1075.1,LOSS,"Stop loss touched at 2019-10-11T10:05:00+00:00; trend_momentum_breakout failed due to weak follow-through, possible trap behavior, or volatility reversal in HIGH_VOLATILITY regime.",-7.4,-1.0,63.69,66.92,BULLISH,HIGH_VOLATILITY,1.0,-1.81,5.0,"trend_momentum_breakout simulated external historical experience for TATAMOTORS: trend=BULLISH, regime=HIGH_VOLATILITY, side=SHORT, volume_score=1.0, strength_score=-1.81, compression_score=5.0, score=63.69. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","trend_momentum_breakout on TATAMOTORS failed for SHORT trades in HIGH_VOLATILITY conditions. TITAN should watch for trap risk, poor confirmation, volatility reversal, or weak continuation before trusting this setup again. Score=63.69, confidence=66.92. Preserve as simulated weakness evidence until validated.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
cf666398d74a0e023a4fb4cdeb8e54ed80b2e3bd9941c77f89794b6dbe055f97,RELIANCE,2019-10-14,2019-10-14T10:20:00+00:00,1h,reversal_trap,LONG,2853.7,2829.9,2901.3,LOSS,"Stop loss touched at 2019-10-14T11:20:00+00:00; reversal_trap failed due to weak follow-through, possible trap behavior, or volatility reversal in HIGH_VOLATILITY regime.",-23.8,-1.0,63.6,58.8,MIXED,HIGH_VOLATILITY,3.82,-1.79,2.03,"reversal_trap simulated external historical experience for RELIANCE: trend=MIXED, regime=HIGH_VOLATILITY, side=LONG, volume_score=3.82, strength_score=-1.79, compression_score=2.03, score=63.6. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","reversal_trap on RELIANCE failed for LONG trades in HIGH_VOLATILITY conditions. TITAN should watch for trap risk, poor confirmation, volatility reversal, or weak continuation before trusting this setup again. Score=63.6, confidence=58.8. Preserve as simulated weakness evidence until validated.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
a811c31f0d328af753a8714c18659ad925f2cf7d4539b437267fd0ecb29c8b8e,BAJFINANCE,2019-10-14,2019-10-14T09:20:00+00:00,15m,compression_breakout_attempt,SHORT,9203.1,9267.3,9074.7,WIN,Target touched at 2019-10-14T10:05:00+00:00; compression_breakout_attempt had continuation follow-through in SIDEWAYS regime for SHORT side.,128.4,2.0,95.89,98,MIXED,SIDEWAYS,2.19,-2.48,7.04,"compression_breakout_attempt simulated external historical experience for BAJFINANCE: trend=MIXED, regime=SIDEWAYS, side=SHORT, volume_score=2.19, strength_score=-2.48, compression_score=7.04, score=95.89. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","compression_breakout_attempt on BAJFINANCE worked for SHORT trades in SIDEWAYS conditions. TITAN should increase simulated confidence only when similar structure, momentum, volume, and regime alignment repeat. Score=95.89, confidence=98. Preserve as simulated evidence until validated by live/paper outcomes.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
90dbfa43260dabba4c0992bb1be7b14596fdffe1782288083a1a72ca1c672f54,INFY,2019-10-15,2019-10-15T10:05:00+00:00,5m,relative_strength_breakout,LONG,1947.6,1939.0,1964.8,WIN,Target touched at 2019-10-15T11:05:00+00:00; relative_strength_breakout had continuation follow-through in BULLISH regime for LONG side.,17.2,2.0,65.51,70.34,BULLISH,BULLISH,2.75,-1.9,2.57,"relative_strength_breakout simulated external historical experience for INFY: trend=BULLISH, regime=BULLISH, side=LONG, volume_score=2.75, strength_score=-1.9, compression_score=2.57, score=65.51. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","relative_strength_breakout on INFY worked for LONG trades in BULLISH conditions. TITAN should increase simulated confidence only when similar structure, momentum, volume, and regime alignment repeat. Score=65.51, confidence=70.34. Preserve as simulated evidence until validated by live/paper outcomes.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
0eef6848762319d043be65bebfd17bc4b21f1d1cd542a838930561aa5abd900d,MARUTI,2019-10-17,2019-10-17T09:50:00+00:00,5m,trend_momentum_breakout,SHORT,11555.8,11651.9,11363.6,WIN,Target touched at 2019-10-17T11:20:00+00:00; trend_momentum_breakout had continuation follow-through in BULLISH regime for SHORT side.,192.2,2.0,75.92,69.74,BEARISH,BULLISH,4.81,-0.89,7.6,"trend_momentum_breakout simulated external historical experience for MARUTI: trend=BEARISH, regime=BULLISH, side=SHORT, volume_score=4.81, strength_score=-0.89, compression_score=7.6, score=75.92. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","trend_momentum_breakout on MARUTI worked for SHORT trades in BULLISH conditions. TITAN should increase simulated confidence only when similar structure, momentum, volume, and regime alignment repeat. Score=75.92, confidence=69.74. Preserve as simulated evidence until validated by live/paper outcomes.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
0e2dd1669edaa44b4929adf96f5ad8976bf707915b81e3a647645f2703bfd809,SUNPHARMA,2019-10-18,2019-10-18T09:50:00+00:00,15m,reversal_trap,SHORT,1260.9,1270.0,1242.7,LOSS,"Stop loss touched at 2019-10-18T13:50:00+00:00; reversal_trap failed due to weak follow-through, possible trap behavior, or volatility reversal in HIGH_VOLATILITY regime.",-9.1,-1.0,75.56,77.34,BULLISH,HIGH_VOLATILITY,1.24,2.97,5.34,"reversal_trap simulated external historical experience for SUNPHARMA: trend=BULLISH, regime=HIGH_VOLATILITY, side=SHORT, volume_score=1.24, strength_score=2.97, compression_score=5.34, score=75.56. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","reversal_trap on SUNPHARMA failed for SHORT trades in HIGH_VOLATILITY conditions. TITAN should watch for trap risk, poor confirmation, volatility reversal, or weak continuation before trusting this setup again. Score=75.56, confidence=77.34. Preserve as simulated weakness evidence until validated.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
8f9946b85ed6d845766480b11a2e44d88bdcc258899a646abec00bb6516a2a49,TATAMOTORS,2019-10-21,2019-10-21T12:20:00+00:00,1h,relative_strength_breakout,SHORT,776.9,780.9,768.9,WIN,Target touched at 2019-10-21T14:20:00+00:00; relative_strength_breakout had continuation follow-through in BULLISH regime for SHORT side.,8.0,2.0,88.56,92.84,BEARISH,BULLISH,0.99,-0.93,3.83,"relative_strength_breakout simulated external historical experience for TATAMOTORS: trend=BEARISH, regime=BULLISH, side=SHORT, volume_score=0.99, strength_score=-0.93, compression_score=3.83, score=88.56. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","relative_strength_breakout on TATAMOTORS worked for SHORT trades in BULLISH conditions. TITAN should increase simulated confidence only when similar structure, momentum, volume, and regime alignment repeat. Score=88.56, confidence=92.84. Preserve as simulated evidence until validated by live/paper outcomes.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
ac5ad116ea787ba92514f3436dc8b3eb0de607dde9eaa2ea1f14629a255232c8,WIPRO,2019-10-21,2019-10-21T10:05:00+00:00,15m,compression_breakout_attempt,LONG,459.6,456.4,465.9,LOSS,"Stop loss touched at 2019-10-21T12:05:00+00:00; compression_breakout_attempt failed due to weak follow-through, possible trap behavior, or volatility reversal in SIDEWAYS regime.",-3.2,-1.0,80.29,87.24,MIXED,SIDEWAYS,1.42,2.46,9.03,"compression_breakout_attempt simulated external historical experience for WIPRO: trend=MIXED, regime=SIDEWAYS, side=LONG, volume_score=1.42, strength_score=2.46, compression_score=9.03, score=80.29. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","compression_breakout_attempt on WIPRO failed for LONG trades in SIDEWAYS conditions. TITAN should watch for trap risk, poor confirmation, volatility reversal, or weak continuation before trusting this setup again. Score=80.29, confidence=87.24. Preserve as simulated weakness evidence until validated.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
036bdf8c592789f4d49f0672a372f447353329043b915e2be279991365024043,ULTRACEMCO,2019-10-23,2019-10-23T10:05:00+00:00,15m,trend_continuation,SHORT,13054.5,13091.4,12980.7,WIN,Target touched at 2019-10-23T11:35:00+00:00; trend_continuation had continuation follow-through in BEARISH regime for SHORT side.,73.8,2.0,72.72,77.54,BEARISH,BEARISH,1.74,1.36,4.63,"trend_continuation simulated external historical experience for ULTRACEMCO: trend=BEARISH, regime=BEARISH, side=SHORT, volume_score=1.74, strength_score=1.36, compression_score=4.63, score=72.72. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","trend_continuation on ULTRACEMCO worked for SHORT trades in BEARISH conditions. TITAN should increase simulated confidence only when similar structure, momentum, volume, and regime alignment repeat. Score=72.72, confidence=77.54. Preserve as simulated evidence until validated by live/paper outcomes.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
09e33e8d68a83b08c71aab2bc214707b79e7255d19548a4120adad8b0c639681,INFY,2019-10-24,2019-10-24T09:20:00+00:00,5m,trend_continuation,SHORT,1438.5,1442.4,1430.6,LOSS,"Stop loss touched at 2019-10-24T10:05:00+00:00; trend_continuation failed due to weak follow-through, possible trap behavior, or volatility reversal in HIGH_VOLATILITY regime.",-3.9,-1.0,78.14,78.27,MIXED,HIGH_VOLATILITY,0.8,-1.95,6.44,"trend_continuation simulated external historical experience for INFY: trend=MIXED, regime=HIGH_VOLATILITY, side=SHORT, volume_score=0.8, strength_score=-1.95, compression_score=6.44, score=78.14. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","trend_continuation on INFY failed for SHORT trades in HIGH_VOLATILITY conditions. TITAN should watch for trap risk, poor confirmation, volatility reversal, or weak continuation before trusting this setup again. Score=78.14, confidence=78.27. Preserve as simulated weakness evidence until validated.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
9334775fe3fb3aa4c4aa6560053e4440d0fb14d797158fbed2c7937cb5623f33,SUNPHARMA,2019-10-25,2019-10-25T10:50:00+00:00,5m,reversal_trap,LONG,1793.6,1784.9,1811.0,LOSS,"Stop loss touched at 2019-10-25T11:50:00+00:00; reversal_trap failed due to weak follow-through, possible trap behavior, or volatility reversal in SIDEWAYS regime.",-8.7,-1.0,65.6,73.03,MIXED,SIDEWAYS,1.28,2.06,3.0,"reversal_trap simulated external historical experience for SUNPHARMA: trend=MIXED, regime=SIDEWAYS, side=LONG, volume_score=1.28, strength_score=2.06, compression_score=3.0, score=65.6. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","reversal_trap on SUNPHARMA failed for LONG trades in SIDEWAYS conditions. TITAN should watch for trap risk, poor confirmation, volatility reversal, or weak continuation before trusting this setup again. Score=65.6, confidence=73.03. Preserve as simulated weakness evidence until validated.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
70f2e75cc68a0035fddc69f61504eb0b5eccf93d344b927fcbb16bcf2c85fc73,HCLTECH,2019-10-28,2019-10-28T12:20:00+00:00,5m,relative_strength_breakout,LONG,1715.5,1702.9,1740.6,WIN,Target touched at 2019-10-28T16:20:00+00:00; relative_strength_breakout had continuation follow-through in SIDEWAYS regime for LONG side.,25.1,2.0,93.05,92.36,MIXED,SIDEWAYS,1.25,1.17,2.69,"relative_strength_breakout simulated external historical experience for HCLTECH: trend=MIXED, regime=SIDEWAYS, side=LONG, volume_score=1.25, strength_score=1.17, compression_score=2.69, score=93.05. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","relative_strength_breakout on HCLTECH worked for LONG trades in SIDEWAYS conditions. TITAN should increase simulated confidence only when similar structure, momentum, volume, and regime alignment repeat. Score=93.05, confidence=92.36. Preserve as simulated evidence until validated by live/paper outcomes.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
8e083f584db4bcabf153cee0b0565c64e970bc1bf52155bf976265ca9436ee55,ITC,2019-10-28,2019-10-28T14:20:00+00:00,5m,reversal_trap,LONG,533.8,530.9,539.6,LOSS,"Stop loss touched at 2019-10-28T15:50:00+00:00; reversal_trap failed due to weak follow-through, possible trap behavior, or volatility reversal in BULLISH regime.",-2.9,-1.0,72.72,65.5,BULLISH,BULLISH,3.57,3.24,2.21,"reversal_trap simulated external historical experience for ITC: trend=BULLISH, regime=BULLISH, side=LONG, volume_score=3.57, strength_score=3.24, compression_score=2.21, score=72.72. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","reversal_trap on ITC failed for LONG trades in BULLISH conditions. TITAN should watch for trap risk, poor confirmation, volatility reversal, or weak continuation before trusting this setup again. Score=72.72, confidence=65.5. Preserve as simulated weakness evidence until validated.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
d1c483904af587f4239b85a83f5f4641ab065c32b7b46f42153bd8180a3fa9b7,WIPRO,2019-10-29,2019-10-29T09:50:00+00:00,1h,trend_continuation,LONG,389.8,387.2,395.1,LOSS,"Stop loss touched at 2019-10-29T10:35:00+00:00; trend_continuation failed due to weak follow-through, possible trap behavior, or volatility reversal in LOW_VOLATILITY_COMPRESSION regime.",-2.6,-1.0,69.69,72.77,BULLISH,LOW_VOLATILITY_COMPRESSION,3.35,-0.57,8.93,"trend_continuation simulated external historical experience for WIPRO: trend=BULLISH, regime=LOW_VOLATILITY_COMPRESSION, side=LONG, volume_score=3.35, strength_score=-0.57, compression_score=8.93, score=69.69. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","trend_continuation on WIPRO failed for LONG trades in LOW_VOLATILITY_COMPRESSION conditions. TITAN should watch for trap risk, poor confirmation, volatility reversal, or weak continuation before trusting this setup again. Score=69.69, confidence=72.77. Preserve as simulated weakness evidence until validated.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
f5b05cdd0680a86ad76459e6661fc4abdc6dbc89c0e02a1611106a115bd2ae4f,AXISBANK,2019-10-30,2019-10-30T09:50:00+00:00,15m,trend_continuation,SHORT,1244.9,1255.2,1224.3,WIN,Target touched at 2019-10-30T10:35:00+00:00; trend_continuation had continuation follow-through in SIDEWAYS regime for SHORT side.,20.6,2.0,88.53,84.01,MIXED,SIDEWAYS,4.34,0.79,3.83,"trend_continuation simulated external historical experience for AXISBANK: trend=MIXED, regime=SIDEWAYS, side=SHORT, volume_score=4.34, strength_score=0.79, compression_score=3.83, score=88.53. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","trend_continuation on AXISBANK worked for SHORT trades in SIDEWAYS conditions. TITAN should increase simulated confidence only when similar structure, momentum, volume, and regime alignment repeat. Score=88.53, confidence=84.01. Preserve as simulated evidence until validated by live/paper outcomes.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
14cf1f7d860973fe4792bb83b06ebafe0b890885c533941225b724714dec0219,ADANIPORTS,2019-11-01,2019-11-01T09:50:00+00:00,1h,reversal_trap,LONG,1552.6,1541.0,1575.7,LOSS,"Stop loss touched at 2019-11-01T13:50:00+00:00; reversal_trap failed due to weak follow-through, possible trap behavior, or volatility reversal in SIDEWAYS regime.",-11.6,-1.0,75.08,75.62,MIXED,SIDEWAYS,3.25,3.16,7.39,"reversal_trap simulated external historical experience for ADANIPORTS: trend=MIXED, regime=SIDEWAYS, side=LONG, volume_score=3.25, strength_score=3.16, compression_score=7.39, score=75.08. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","reversal_trap on ADANIPORTS failed for LONG trades in SIDEWAYS conditions. TITAN should watch for trap risk, poor confirmation, volatility reversal, or weak continuation before trusting this setup again. Score=75.08, confidence=75.62. Preserve as simulated weakness evidence until validated.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
30e5a5bfbc43502a7dba112e52fe208bc1c3476b66a67846f0dbbeb7510062fb,MARUTI,2019-11-04,2019-11-04T09:50:00+00:00,5m,trend_momentum_breakout,LONG,14056.3,14002.9,14163.1,LOSS,"Stop loss touched at 2019-11-04T10:50:00+00:00; trend_momentum_breakout failed due to weak follow-through, possible trap behavior, or volatility reversal in LOW_VOLATILITY_COMPRESSION regime.",-53.4,-1.0,62.8,65.85,BULLISH,LOW_VOLATILITY_COMPRESSION,3.95,-1.53,3.58,"trend_momentum_breakout simulated external historical experience for MARUTI: trend=BULLISH, regime=LOW_VOLATILITY_COMPRESSION, side=LONG, volume_score=3.95, strength_score=-1.53, compression_score=3.58, score=62.8. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","trend_momentum_breakout on MARUTI failed for LONG trades in LOW_VOLATILITY_COMPRESSION conditions. TITAN should watch for trap risk, poor confirmation, volatility reversal, or weak continuation before trusting this setup again. Score=62.8, confidence=65.85. Preserve as simulated weakness evidence until validated.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
96de57c7d20e50cf7cb5e856fbb52393dc20f42fb8bdde459c9a132ac7bc2b96,ITC,2019-11-04,2019-11-04T14:20:00+00:00,15m,relative_strength_breakout,LONG,526.0,522.8,532.5,WIN,Target touched at 2019-11-04T15:50:00+00:00; relative_strength_breakout had continuation follow-through in BULLISH regime for LONG side.,6.5,2.0,75.95,82.77,BULLISH,BULLISH,1.8,2.21,8.19,"relative_strength_breakout simulated external historical experience for ITC: trend=BULLISH, regime=BULLISH, side=LONG, volume_score=1.8, strength_score=2.21, compression_score=8.19, score=75.95. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","relative_strength_breakout on ITC worked for LONG trades in BULLISH conditions. TITAN should increase simulated confidence only when similar structure, momentum, volume, and regime alignment repeat. Score=75.95, confidence=82.77. Preserve as simulated evidence until validated by live/paper outcomes.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
09fb2243927c5fae51b1188705095b688dfa917134ba3c918a300c7e8b1118f4,MARUTI,2019-11-04,2019-11-04T10:20:00+00:00,5m,reversal_trap,LONG,13692.5,13588.8,13900.0,BREAKEVEN,Neither target nor stop loss showed decisive control by 2019-11-04T14:20:00+00:00; treated as breakeven/inconclusive simulated experience.,0.0,0.0,83.14,85.5,BULLISH,LOW_VOLATILITY_COMPRESSION,4.45,2.48,9.2,"reversal_trap simulated external historical experience for MARUTI: trend=BULLISH, regime=LOW_VOLATILITY_COMPRESSION, side=LONG, volume_score=4.45, strength_score=2.48, compression_score=9.2, score=83.14. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","reversal_trap on MARUTI was inconclusive for LONG trades in LOW_VOLATILITY_COMPRESSION conditions. TITAN should avoid over-learning from this record and mark it as low-confidence contextual evidence. Score=83.14, confidence=85.5.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
e9e831598a13bd0872ff74ab533a2694667aec8e766429462a4a7f8b34b865ad,WIPRO,2019-11-05,2019-11-05T10:20:00+00:00,1h,relative_strength_breakout,LONG,411.1,408.2,416.8,WIN,Target touched at 2019-11-05T11:05:00+00:00; relative_strength_breakout had continuation follow-through in LOW_VOLATILITY_COMPRESSION regime for LONG side.,5.7,2.0,76.74,77.65,BULLISH,LOW_VOLATILITY_COMPRESSION,1.59,-1.46,5.62,"relative_strength_breakout simulated external historical experience for WIPRO: trend=BULLISH, regime=LOW_VOLATILITY_COMPRESSION, side=LONG, volume_score=1.59, strength_score=-1.46, compression_score=5.62, score=76.74. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","relative_strength_breakout on WIPRO worked for LONG trades in LOW_VOLATILITY_COMPRESSION conditions. TITAN should increase simulated confidence only when similar structure, momentum, volume, and regime alignment repeat. Score=76.74, confidence=77.65. Preserve as simulated evidence until validated by live/paper outcomes.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
c38815a67d7202a1471fc21b1c7904cffb5757c1a79fd5160dbb3a9cb05b6e44,SBIN,2019-11-07,2019-11-07T09:50:00+00:00,15m,relative_strength_breakout,LONG,656.9,653.9,662.9,LOSS,"Stop loss touched at 2019-11-07T10:20:00+00:00; relative_strength_breakout failed due to weak follow-through, possible trap behavior, or volatility reversal in SIDEWAYS regime.",-3.0,-1.0,64.72,65.52,SIDEWAYS,SIDEWAYS,4.05,1.25,8.59,"relative_strength_breakout simulated external historical experience for SBIN: trend=SIDEWAYS, regime=SIDEWAYS, side=LONG, volume_score=4.05, strength_score=1.25, compression_score=8.59, score=64.72. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","relative_strength_breakout on SBIN failed for LONG trades in SIDEWAYS conditions. TITAN should watch for trap risk, poor confirmation, volatility reversal, or weak continuation before trusting this setup again. Score=64.72, confidence=65.52. Preserve as simulated weakness evidence until validated.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
11f8b2a4455609bcfe27534577c259fcd17c035e60baa0bad2e5b6ad86937fe3,ASIANPAINT,2019-11-08,2019-11-08T13:20:00+00:00,1h,relative_strength_breakout,LONG,2898.7,2881.3,2933.4,WIN,Target touched at 2019-11-08T17:20:00+00:00; relative_strength_breakout had continuation follow-through in BEARISH regime for LONG side.,34.7,2.0,74.84,70.34,BULLISH,BEARISH,1.19,-1.17,2.92,"relative_strength_breakout simulated external historical experience for ASIANPAINT: trend=BULLISH, regime=BEARISH, side=LONG, volume_score=1.19, strength_score=-1.17, compression_score=2.92, score=74.84. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","relative_strength_breakout on ASIANPAINT worked for LONG trades in BEARISH conditions. TITAN should increase simulated confidence only when similar structure, momentum, volume, and regime alignment repeat. Score=74.84, confidence=70.34. Preserve as simulated evidence until validated by live/paper outcomes.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
a9283bf81f94579262c5c3c1089c51826cae08877e36e399a9e5bab8aa8877e8,ADANIPORTS,2019-11-11,2019-11-11T10:50:00+00:00,5m,relative_strength_breakout,LONG,1180.4,1172.5,1196.2,LOSS,"Stop loss touched at 2019-11-11T11:50:00+00:00; relative_strength_breakout failed due to weak follow-through, possible trap behavior, or volatility reversal in HIGH_VOLATILITY regime.",-7.9,-1.0,67.07,60.88,MIXED,HIGH_VOLATILITY,1.82,-2.26,8.97,"relative_strength_breakout simulated external historical experience for ADANIPORTS: trend=MIXED, regime=HIGH_VOLATILITY, side=LONG, volume_score=1.82, strength_score=-2.26, compression_score=8.97, score=67.07. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","relative_strength_breakout on ADANIPORTS failed for LONG trades in HIGH_VOLATILITY conditions. TITAN should watch for trap risk, poor confirmation, volatility reversal, or weak continuation before trusting this setup again. Score=67.07, confidence=60.88. Preserve as simulated weakness evidence until validated.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
ffc823e11c734aac4a41e942f8279bb0fa7c1ae6b8c53b54a4143caab33cfb08,HCLTECH,2019-11-11,2019-11-11T13:20:00+00:00,15m,reversal_trap,SHORT,1438.1,1444.5,1425.4,LOSS,"Stop loss touched at 2019-11-11T15:20:00+00:00; reversal_trap failed due to weak follow-through, possible trap behavior, or volatility reversal in BULLISH regime.",-6.4,-1.0,57.11,61.48,BEARISH,BULLISH,3.54,-0.58,1.74,"reversal_trap simulated external historical experience for HCLTECH: trend=BEARISH, regime=BULLISH, side=SHORT, volume_score=3.54, strength_score=-0.58, compression_score=1.74, score=57.11. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","reversal_trap on HCLTECH failed for SHORT trades in BULLISH conditions. TITAN should watch for trap risk, poor confirmation, volatility reversal, or weak continuation before trusting this setup again. Score=57.11, confidence=61.48. Preserve as simulated weakness evidence until validated.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
00d7e52faf3e77be9a51aae59c7e1c69792f6a9467e8c6593a4ae36d4a7d1b99,RELIANCE,2019-11-13,2019-11-13T11:20:00+00:00,5m,trend_momentum_breakout,SHORT,2489.0,2508.6,2449.7,LOSS,"Stop loss touched at 2019-11-13T11:50:00+00:00; trend_momentum_breakout failed due to weak follow-through, possible trap behavior, or volatility reversal in BEARISH regime.",-19.6,-1.0,85.93,88.91,BEARISH,BEARISH,4.49,1.95,4.92,"trend_momentum_breakout simulated external historical experience for RELIANCE: trend=BEARISH, regime=BEARISH, side=SHORT, volume_score=4.49, strength_score=1.95, compression_score=4.92, score=85.93. Setup was evaluated using trend alignment, momentum quality, structure, volatility state, and 1:2 risk-reward behavior.","trend_momentum_breakout on RELIANCE failed for SHORT trades in BEARISH conditions. TITAN should watch for trap risk, poor confirmation, volatility reversal, or weak continuation before trusting this setup again. Score=85.93, confidence=88.91. Preserve as simulated weakness evidence until validated.",HISTORICAL_SIMULATED,BACKTEST_SIMULATED,UNVALIDATED,False,False,False,False
